period_name,start_date,end_date,period_days,is_rolling,strategy_return,ibit_bh_return,vs_bh,total_trades,win_rate,sharpe,max_dd,mr_trades,mr_win_rate,thu_trades,thu_win_rate,vix_avg,vix_max,ibit_volatility,ibit_trend,big_down_days
2wk: 05/26 - 06/09/24,2024-05-26,2024-06-09,14,True,1.0030208208503426,1.1287804819808398,-0.1257596611304972,2,50.0,0.3828775997456149,1.3966696570624846,0,0.0,2,50.0,13.14333332909478,14.470000267028809,1.356367320794413,1.1287804819808398,1
2wk: 05/19 - 06/02/24,2024-05-19,2024-06-02,14,True,9.562343047301056,0.8898198396609122,8.672523207640143,4,50.0,1.4398269059312903,1.3966696570624932,2,50.0,2,50.0,12.843333350287544,14.470000267028809,2.4528285545060764,-3.552669352702107,2
2wk: 05/12 - 05/26/24,2024-05-12,2024-05-26,14,True,13.964856005874662,10.28507666496935,3.679779340905311,4,75.0,2.679499752207464,0.3843103173018,2,50.0,2,100.0,12.488000011444091,13.600000381469727,2.4526140191526884,9.611108567979601,2
2wk: 05/05 - 05/19/24,2024-05-05,2024-05-19,14,True,0.0416405111223321,5.629130812215746,-5.587490301093414,3,66.66666666666666,0.03207101140278554,3.5617923260474167,1,100.0,2,50.0,12.883999919891357,13.600000381469727,1.744057547565762,6.303806063790512,1
2wk: 04/28 - 05/12/24,2024-04-28,2024-05-12,14,True,-8.88055264540193,-2.8378710795250224,-6.042681565876908,3,0.0,-13.985470851217018,8.88055264540193,1,0.0,2,0.0,13.883999919891357,15.649999618530273,1.8900114152939087,-3.5963120692579738,2
2wk: 04/21 - 05/05/24,2024-04-21,2024-05-05,14,True,-0.49291048317076275,-6.026006778353825,5.533096295183062,3,33.33333333333333,-0.04191936264727988,5.51520030042107,2,50.0,1,0.0,15.288000011444092,16.940000534057617,1.9953969009835157,-6.670178642080425,2
1mo: 11/14 - 12/14/25,2025-11-14,2025-12-14,30,True,11.458187965812266,-5.3429457968122565,16.801133762624524,6,66.66666666666666,0.9855102182357157,4.4640191007279775,3,66.66666666666666,3,66.66666666666666,18.70400004386902,26.420000076293945,2.3170942997415565,-4.254320291907277,4
1mo: 10/30 - 11/29/25,2025-10-30,2025-11-29,30,True,14.352167905742627,-16.219729790721722,30.571897696464347,8,75.0,0.9711196892454889,10.530824850062013,5,60.0,3,100.0,19.644285837809246,26.420000076293945,2.4741664685730744,-14.652321300069005,6
1mo: 10/15 - 11/14/25,2025-10-15,2025-11-14,30,True,-3.996680986192587,-15.507982776783738,11.511301790591151,8,50.0,-0.2802332792288005,10.53082485006202,5,40.0,3,66.66666666666666,18.41565227508545,25.309999465942383,1.87784458649792,-15.347475029040494,5
1mo: 09/30 - 10/30/25,2025-09-30,2025-10-30,30,True,-3.831920615332147,-6.211179977057321,2.379259361725174,9,55.55555555555556,-0.24172579477743616,9.171035205872705,5,60.0,4,50.0,18.03608699466871,25.309999465942383,1.7983875577097836,-7.0769207294170675,5
1mo: 09/15 - 10/15/25,2025-09-15,2025-10-15,30,True,-1.3931395166886433,-3.3506768986464825,1.9575373819578392,8,50.0,-0.06322969829981141,9.171035205872704,4,50.0,4,50.0,16.970434810804285,21.65999984741211,1.583576114448524,-3.557254703900286,4
1mo: 08/31 - 09/30/25,2025-08-31,2025-09-30,30,True,4.244079160555393,4.610930644338516,-0.3668514837831225,5,40.0,1.0659895757914963,1.2204378530934803,1,0.0,4,50.0,15.773333458673386,17.170000076293945,1.0761372109483238,3.2237553437262076,1
1mo: 08/16 - 09/15/25,2025-08-16,2025-09-15,30,True,9.00971564294381,-0.334755350908028,9.344470993851838,6,83.33333333333334,2.910111372451086,1.2163888139874612,2,100.0,4,75.0,15.289000034332275,17.170000076293945,1.4461142420318354,-0.8327070800084923,2
1mo: 08/01 - 08/31/25,2025-08-01,2025-08-31,30,True,5.220107105982952,-6.4127993927164795,11.63290649869943,6,83.33333333333334,1.468358202073286,2.0330066701668428,2,100.0,4,75.0,15.749999954586936,20.3799991607666,1.4791085469031608,-4.328873468002876,3
1mo: 07/17 - 08/16/25,2025-07-17,2025-08-16,30,True,-0.5326139979430263,-0.887597804428019,0.3549838064849927,6,50.0,-0.12236724660642756,2.189903970408377,1,100.0,5,40.0,16.11863626133312,20.3799991607666,0.9987849394928908,-1.7886164925063335,1
1mo: 07/02 - 08/01/25,2025-07-02,2025-08-01,30,True,-4.182157726363093,5.0719933622269195,-9.254151088590014,5,20.0,-0.8708952256742264,6.320123676150143,0,0.0,5,20.0,16.492727062918924,20.3799991607666,1.1982639787552012,2.88369609830161,1
1mo: 06/17 - 07/17/25,2025-06-17,2025-07-17,30,True,-2.879375746221831,12.712430872912936,-15.591806619134767,5,20.0,-0.45911129731718603,6.598169406174774,1,100.0,4,0.0,17.47142846243722,21.600000381469727,1.2611019005876984,13.697481556099003,1
1mo: 06/02 - 07/02/25,2025-06-02,2025-07-02,30,True,11.477609983150177,5.671234960941813,5.806375022208364,5,60.0,1.6209788669622087,0.727795010903528,2,100.0,3,33.33333333333333,18.08045465295965,21.600000381469727,1.3725145540830825,5.154982357025328,2
1mo: 05/18 - 06/17/25,2025-05-18,2025-06-17,30,True,11.442786269581047,2.0758261545168986,9.366960115064149,6,66.66666666666666,1.3796568268555232,2.115925648102123,2,50.0,4,75.0,18.834285917736235,22.290000915527344,1.5990167162212152,-0.8168055755242315,2
1mo: 05/03 - 06/02/25,2025-05-03,2025-06-02,30,True,-0.41067040001733407,10.911808861430481,-11.322479261447816,6,50.0,-0.019817556881446236,4.110221698862315,2,50.0,4,50.0,20.033999919891357,24.760000228881836,1.4835713520112683,10.684317412111703,2
1mo: 04/18 - 05/18/25,2025-04-18,2025-05-18,30,True,-5.065785310590636,19.282690890314043,-24.348476200904678,5,40.0,-1.1225083536187357,5.674237216712772,1,100.0,4,25.0,23.603999900817872,33.81999969482422,1.0028589583415017,19.06677254522856,1
1mo: 04/03 - 05/03/25,2025-04-03,2025-05-03,30,True,24.5334240232493,18.45889342338497,6.074530599864328,8,62.5,1.631610668231414,2.2474534456279884,3,100.0,5,40.0,32.15666689191546,52.33000183105469,2.242450382696051,18.50976806607708,3
1mo: 03/19 - 04/18/25,2025-03-19,2025-04-18,30,True,26.76760032822245,1.0892262773022723,25.678374050920176,8,62.5,1.7827084694075472,2.145197717187822,3,100.0,5,40.0,28.530909278176047,52.33000183105469,2.325142063509851,-0.720021157012341,3
1mo: 03/04 - 04/03/25,2025-03-04,2025-04-03,30,True,4.729708020001726,-0.9780971643893662,5.707805184391092,8,62.5,0.4287392504399954,9.45554683085647,3,66.66666666666666,5,60.0,22.13869584125021,30.020000457763672,2.0806492409680795,-5.709657278139707,3
1mo: 02/17 - 03/19/25,2025-02-17,2025-03-19,30,True,24.627439883855658,-11.457196249006198,36.08463613286186,11,63.63636363636363,1.342675853016244,9.455546830856479,7,57.14285714285714,4,75.0,21.216818289323285,27.860000610351562,2.8910049686048485,-9.157162894564715,7
1mo: 02/02 - 03/04/25,2025-02-02,2025-03-04,30,True,20.538446390462195,-8.486199235618654,29.024645626080847,9,44.44444444444444,1.4936448803006055,6.657983538668905,5,40.0,4,50.0,17.632381075904483,23.510000228881836,3.191372725080852,-14.223692568535359,5
